doy,geo_id,gr_covar,response,species,year
161.0,0.0,[0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],123.0,Bari2_064,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],121.0,Bari2_064,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],121.0,Bari2_064,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.],123.0,Bari2_067,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.],125.0,Bari2_067,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.],125.0,Bari2_067,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],117.0,Bari2_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],116.0,Bari2_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],114.0,Bari2_072,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 0. 0.],131.0,Bari2_074,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 0. 0.],129.0,Bari2_074,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 0. 0.],128.0,Bari2_074,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],114.0,Bari3_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],114.0,Bari3_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],119.0,Bari3_072,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],115.0,Bari3_074,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],115.0,Bari3_074,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],117.0,Bari3_074,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],116.0,Bari3_079,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],113.0,Bari3_079,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],113.0,Bari3_079,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],121.0,Bari3_091,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],118.0,Bari3_091,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],119.0,Bari3_091,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],121.0,Bari3_100,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],118.0,Bari3_100,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],118.0,Bari3_100,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],125.0,Bari3_101,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],118.0,Bari3_101,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],122.0,Bari3_101,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],118.0,Bari3_106,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],110.0,Bari3_106,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],117.0,Bari3_106,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0.],118.0,Bari3_110,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0.],119.0,Bari3_110,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0.],120.0,Bari3_110,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],123.0,Besev_062,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],119.0,Besev_062,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],122.0,Besev_062,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],119.0,Besev_065,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],116.0,Besev_065,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],117.0,Besev_065,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],104.0,Besev_066,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],108.0,Besev_066,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],113.0,Besev_066,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1.],123.0,Besev_074,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1.],123.0,Besev_074,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1.],123.0,Besev_074,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],117.0,Besev_075,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],118.0,Besev_075,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],122.0,Besev_075,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],114.0,Besev_079,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],116.0,Besev_079,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],117.0,Besev_079,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 0. 0.],123.0,Besev_083,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 0. 0.],120.0,Besev_083,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 0. 0.],118.0,Besev_083,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],118.0,Cermi_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],119.0,Cermi_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],121.0,Cermi_072,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],123.0,Cermi_073,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],127.0,Cermi_073,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],128.0,Cermi_073,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],123.0,Cermi_075,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],125.0,Cermi_075,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],120.0,Cermi_075,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],129.0,Cudi1_004,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],123.0,Cudi1_004,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],126.0,Cudi1_004,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],133.0,Cudi1_005,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],123.0,Cudi1_005,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],129.0,Cudi1_005,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],125.0,Cudi1_006,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],126.0,Cudi1_006,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],133.0,Cudi1_006,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],126.0,Cudi1_008,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],126.0,Cudi1_008,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],128.0,Cudi1_008,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],126.0,Cudi1_009,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],126.0,Cudi1_009,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],127.0,Cudi1_009,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi1_018,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi1_018,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],130.0,Cudi1_018,2016.0
161.0,0.0,[0. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi1_019,2016.0
161.0,0.0,[0. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi1_019,2016.0
161.0,0.0,[0. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],129.0,Cudi1_019,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],131.0,Cudi1_022,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],125.0,Cudi1_022,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],127.0,Cudi1_022,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],128.0,Cudi1_023,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],126.0,Cudi1_023,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],128.0,Cudi1_023,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],132.0,Cudi2_101,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi2_101,2016.0
161.0,0.0,[0. 0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],132.0,Cudi2_101,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],127.0,Cudi2_103,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],124.0,Cudi2_103,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],129.0,Cudi2_103,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],123.0,Cudi2_104,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],124.0,Cudi2_104,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],133.0,Cudi2_104,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],125.0,Cudi2_124,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],125.0,Cudi2_124,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],124.0,Cudi2_124,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],127.0,Cudi2_127,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],125.0,Cudi2_127,2016.0
161.0,0.0,[2. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],123.0,Cudi2_127,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],131.0,Cudi2_128,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi2_128,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],128.0,Cudi2_128,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],129.0,Cudi2_151,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],122.0,Cudi2_151,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],132.0,Cudi2_151,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi2_152,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],125.0,Cudi2_152,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],130.0,Cudi2_152,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],126.0,Cudi2_155,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],125.0,Cudi2_155,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],127.0,Cudi2_155,2016.0
161.0,0.0,[2. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0.],110.0,Derei_062,2016.0
161.0,0.0,[2. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0.],114.0,Derei_062,2016.0
161.0,0.0,[2. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0.],115.0,Derei_062,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],116.0,Derei_065,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],115.0,Derei_065,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],117.0,Derei_065,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],115.0,Derei_066,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],112.0,Derei_066,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],114.0,Derei_066,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],114.0,Derei_068,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],117.0,Derei_068,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],110.0,Derei_069,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],116.0,Derei_070,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],114.0,Derei_070,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],120.0,Derei_070,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],117.0,Derei_072,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],114.0,Derei_072,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],119.0,Derei_072,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],118.0,Derei_073,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],117.0,Derei_073,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],124.0,Derei_073,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],123.0,Derei_074,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],120.0,Derei_074,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],125.0,Derei_074,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],120.0,Derei_075,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],117.0,Derei_075,2016.0
161.0,0.0,[0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.],122.0,Derei_075,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],123.0,Deste_061,2016.0
161.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],120.0,Deste_061,2016.0
